S(t),I(t),R(t),mortes(t),tempo
39.2143,19.4098,11.3759,0.2275,58.2
39.1381,19.4418,11.4200,0.2284,58.3
39.0621,19.4738,11.4642,0.2293,58.4
38.9860,19.5056,11.5084,0.2302,58.5
38.9099,19.5373,11.5528,0.2311,58.6
38.8339,19.5689,11.5972,0.2319,58.7
38.7579,19.6004,11.6416,0.2328,58.8
38.6820,19.6318,11.6862,0.2337,58.9
38.6060,19.6632,11.7308,0.2346,59.0
38.5301,19.6944,11.7755,0.2355,59.1
38.4542,19.7255,11.8203,0.2364,59.2
38.3784,19.7565,11.8651,0.2373,59.3
38.3026,19.7874,11.9100,0.2382,59.4
38.2268,19.8183,11.9550,0.2391,59.5
38.1510,19.8490,12.0000,0.2400,59.6
38.0753,19.8796,12.0451,0.2409,59.7
37.9996,19.9101,12.0903,0.2418,59.8
37.9239,19.9405,12.1355,0.2427,59.9
37.8483,19.9708,12.1809,0.2436,60.0
37.7727,20.0010,12.2263,0.2445,60.1
37.6972,20.0311,12.2717,0.2454,60.2
37.6217,20.0611,12.3172,0.2463,60.3
37.5462,20.0910,12.3628,0.2473,60.4
37.4708,20.1207,12.4085,0.2482,60.5
37.3954,20.1504,12.4542,0.2491,60.6
37.3200,20.1800,12.5000,0.2500,60.7
37.2447,20.2094,12.5459,0.2509,60.8
37.1694,20.2388,12.5918,0.2518,60.9
37.0942,20.2680,12.6378,0.2528,61.0
37.0190,20.2971,12.6839,0.2537,61.1
36.9439,20.3261,12.7300,0.2546,61.2
36.8688,20.3550,12.7762,0.2555,61.3
36.7937,20.3838,12.8225,0.2564,61.4
36.7187,20.4125,12.8688,0.2574,61.5
36.6438,20.4410,12.9152,0.2583,61.6
36.5689,20.4695,12.9616,0.2592,61.7
36.4940,20.4978,13.0082,0.2602,61.8
36.4192,20.5260,13.0547,0.2611,61.9
36.3445,20.5541,13.1014,0.2620,62.0
36.2698,20.5821,13.1481,0.2630,62.1
36.1951,20.6100,13.1949,0.2639,62.2
36.1205,20.6378,13.2417,0.2648,62.3
36.0460,20.6654,13.2886,0.2658,62.4
35.9715,20.6929,13.3356,0.2667,62.5
35.8971,20.7203,13.3826,0.2677,62.6
35.8227,20.7476,13.4297,0.2686,62.7
35.7484,20.7748,13.4769,0.2695,62.8
35.6741,20.8018,13.5241,0.2705,62.9
35.5999,20.8288,13.5714,0.2714,63.0
35.5257,20.8556,13.6187,0.2724,63.1
35.4516,20.8823,13.6661,0.2733,63.2
35.3776,20.9088,13.7136,0.2743,63.3
35.3036,20.9353,13.7611,0.2752,63.4
35.2297,20.9616,13.8087,0.2762,63.5
35.1559,20.9878,13.8563,0.2771,63.6
35.0821,21.0139,13.9040,0.2781,63.7
35.0084,21.0399,13.9518,0.2790,63.8
34.9347,21.0657,13.9996,0.2800,63.9
34.8611,21.0914,14.0475,0.2809,64.0
34.7876,21.1170,14.0954,0.2819,64.1
34.7141,21.1425,14.1434,0.2829,64.2
34.6407,21.1678,14.1914,0.2838,64.3
34.5674,21.1931,14.2395,0.2848,64.4
34.4942,21.2181,14.2877,0.2858,64.5
34.4210,21.2431,14.3359,0.2867,64.6
34.3478,21.2680,14.3842,0.2877,64.7
34.2748,21.2927,14.4325,0.2887,64.8
34.2018,21.3173,14.4809,0.2896,64.9
34.1289,21.3417,14.5294,0.2906,65.0
34.0561,21.3661,14.5779,0.2916,65.1
33.9833,21.3903,14.6264,0.2925,65.2
33.9106,21.4143,14.6751,0.2935,65.3
33.8380,21.4383,14.7237,0.2945,65.4
33.7654,21.4621,14.7725,0.2954,65.5
33.6930,21.4858,14.8212,0.2964,65.6
33.6206,21.5094,14.8701,0.2974,65.7
33.5483,21.5328,14.9190,0.2984,65.8
33.4760,21.5561,14.9679,0.2994,65.9
33.4039,21.5793,15.0169,0.3003,66.0
33.3318,21.6023,15.0659,0.3013,66.1
33.2598,21.6252,15.1150,0.3023,66.2
33.1879,21.6480,15.1642,0.3033,66.3
33.1160,21.6706,15.2134,0.3043,66.4
33.0442,21.6931,15.2626,0.3053,66.5
32.9726,21.7155,15.3119,0.3062,66.6
32.9010,21.7378,15.3613,0.3072,66.7
32.8294,21.7599,15.4107,0.3082,66.8
32.7580,21.7819,15.4601,0.3092,66.9
32.6867,21.8037,15.5096,0.3102,67.0
32.6154,21.8254,15.5592,0.3112,67.1
32.5442,21.8470,15.6088,0.3122,67.2
32.4731,21.8685,15.6584,0.3132,67.3
32.4021,21.8898,15.7081,0.3142,67.4
32.3312,21.9109,15.7579,0.3152,67.5
32.2603,21.9320,15.8077,0.3162,67.6
32.1896,21.9529,15.8575,0.3172,67.7
32.1189,21.9737,15.9074,0.3181,67.8
32.0483,21.9943,15.9574,0.3191,67.9
31.9778,22.0148,16.0074,0.3201,68.0
31.9074,22.0352,16.0574,0.3211,68.1
31.8371,22.0554,16.1075,0.3221,68.2
31.7669,22.0755,16.1576,0.3232,68.3
31.6968,22.0954,16.2078,0.3242,68.4
31.6267,22.1153,16.2580,0.3252,68.5
31.5568,22.1349,16.3083,0.3262,68.6
31.4870,22.1545,16.3586,0.3272,68.7
31.4172,22.1739,16.4089,0.3282,68.8
31.3475,22.1932,16.4593,0.3292,68.9
31.2780,22.2123,16.5097,0.3302,69.0
31.2085,22.2313,16.5602,0.3312,69.1
31.1391,22.2501,16.6108,0.3322,69.2
31.0698,22.2689,16.6613,0.3332,69.3
31.0006,22.2874,16.7119,0.3342,69.4
30.9315,22.3059,16.7626,0.3353,69.5
30.8625,22.3242,16.8133,0.3363,69.6
30.7936,22.3423,16.8640,0.3373,69.7
30.7248,22.3604,16.9148,0.3383,69.8
30.6561,22.3782,16.9656,0.3393,69.9
30.5875,22.3960,17.0165,0.3403,70.0
30.5190,22.4136,17.0674,0.3413,70.1
30.4506,22.4311,17.1183,0.3424,70.2
30.3823,22.4484,17.1693,0.3434,70.3
30.3141,22.4656,17.2203,0.3444,70.4
30.2460,22.4826,17.2714,0.3454,70.5
30.1780,22.4995,17.3225,0.3464,70.6
30.1101,22.5163,17.3736,0.3475,70.7
30.0423,22.5329,17.4248,0.3485,70.8
29.9746,22.5494,17.4760,0.3495,70.9
29.9070,22.5657,17.5272,0.3505,71.0
29.8396,22.5819,17.5785,0.3516,71.1
29.7722,22.5980,17.6298,0.3526,71.2
29.7049,22.6139,17.6812,0.3536,71.3
29.6377,22.6297,17.7326,0.3547,71.4
29.5706,22.6453,17.7840,0.3557,71.5
29.5037,22.6608,17.8355,0.3567,71.6
29.4368,22.6762,17.8870,0.3577,71.7
29.3701,22.6914,17.9385,0.3588,71.8
29.3034,22.7065,17.9901,0.3598,71.9
29.2369,22.7214,18.0417,0.3608,72.0
29.1705,22.7362,18.0933,0.3619,72.1
29.1041,22.7508,18.1450,0.3629,72.2
29.0379,22.7654,18.1967,0.3639,72.3
28.9718,22.7797,18.2485,0.3650,72.4
28.9058,22.7939,18.3002,0.3660,72.5
28.8399,22.8080,18.3520,0.3670,72.6
28.7742,22.8220,18.4039,0.3681,72.7
28.7085,22.8358,18.4557,0.3691,72.8
28.6429,22.8494,18.5076,0.3702,72.9
28.5775,22.8629,18.5596,0.3712,73.0
28.5121,22.8763,18.6115,0.3722,73.1
28.4469,22.8896,18.6635,0.3733,73.2
28.3818,22.9026,18.7156,0.3743,73.3
28.3168,22.9156,18.7676,0.3754,73.4
28.2519,22.9284,18.8197,0.3764,73.5
28.1871,22.9411,18.8718,0.3774,73.6
28.1225,22.9536,18.9239,0.3785,73.7
28.0579,22.9660,18.9761,0.3795,73.8
27.9935,22.9782,19.0283,0.3806,73.9
27.9292,22.9903,19.0805,0.3816,74.0
27.8650,23.0023,19.1328,0.3827,74.1
27.8009,23.0141,19.1850,0.3837,74.2
27.7369,23.0258,19.2374,0.3847,74.3
27.6730,23.0373,19.2897,0.3858,74.4
27.6093,23.0487,19.3420,0.3868,74.5
27.5456,23.0600,19.3944,0.3879,74.6
27.4821,23.0711,19.4468,0.3889,74.7
27.4187,23.0820,19.4993,0.3900,74.8
27.3554,23.0929,19.5517,0.3910,74.9
27.2922,23.1036,19.6042,0.3921,75.0
27.2292,23.1141,19.6567,0.3931,75.1
27.1662,23.1245,19.7093,0.3942,75.2
27.1034,23.1348,19.7618,0.3952,75.3
27.0407,23.1449,19.8144,0.3963,75.4
26.9781,23.1549,19.8670,0.3973,75.5
26.9157,23.1647,19.9196,0.3984,75.6
26.8533,23.1744,19.9723,0.3994,75.7
26.7911,23.1840,20.0249,0.4005,75.8
26.7290,23.1934,20.0776,0.4016,75.9
26.6670,23.2027,20.1303,0.4026,76.0
26.6051,23.2118,20.1831,0.4037,76.1
26.5433,23.2208,20.2358,0.4047,76.2
26.4817,23.2297,20.2886,0.4058,76.3
26.4202,23.2384,20.3414,0.4068,76.4
26.3588,23.2470,20.3942,0.4079,76.5
26.2975,23.2554,20.4470,0.4089,76.6
26.2364,23.2637,20.4999,0.4100,76.7
26.1753,23.2719,20.5528,0.4111,76.8
26.1144,23.2799,20.6057,0.4121,76.9
26.0536,23.2878,20.6586,0.4132,77.0
25.9930,23.2956,20.7115,0.4142,77.1
25.9324,23.3032,20.7644,0.4153,77.2
25.8720,23.3106,20.8174,0.4163,77.3
25.8117,23.3180,20.8704,0.4174,77.4
25.7515,23.3252,20.9234,0.4185,77.5
25.6914,23.3322,20.9764,0.4195,77.6
25.6315,23.3391,21.0294,0.4206,77.7
25.5716,23.3459,21.0825,0.4216,77.8
25.5119,23.3525,21.1355,0.4227,77.9
25.4524,23.3591,21.1886,0.4238,78.0
25.3929,23.3654,21.2417,0.4248,78.1
25.3336,23.3716,21.2948,0.4259,78.2
25.2744,23.3777,21.3479,0.4270,78.3
25.2153,23.3837,21.4010,0.4280,78.4
25.1563,23.3895,21.4542,0.4291,78.5
25.0975,23.3952,21.5073,0.4301,78.6
25.0388,23.4007,21.5605,0.4312,78.7
24.9802,23.4061,21.6137,0.4323,78.8
24.9217,23.4114,21.6669,0.4333,78.9
24.8634,23.4166,21.7201,0.4344,79.0
24.8051,23.4216,21.7733,0.4355,79.1
24.7470,23.4264,21.8265,0.4365,79.2
24.6891,23.4312,21.8798,0.4376,79.3
24.6312,23.4358,21.9330,0.4387,79.4
24.5735,23.4402,21.9863,0.4397,79.5
24.5159,23.4445,22.0396,0.4408,79.6
24.4584,23.4487,22.0928,0.4419,79.7
24.4011,23.4528,22.1461,0.4429,79.8
24.3438,23.4567,22.1994,0.4440,79.9
24.2867,23.4605,22.2528,0.4451,80.0
24.2298,23.4642,22.3061,0.4461,80.1
24.1729,23.4677,22.3594,0.4472,80.2
24.1162,23.4711,22.4127,0.4483,80.3
24.0596,23.4743,22.4661,0.4493,80.4
24.0031,23.4775,22.5194,0.4504,80.5
23.9467,23.4805,22.5728,0.4515,80.6
23.8905,23.4833,22.6262,0.4525,80.7
23.8344,23.4861,22.6795,0.4536,80.8
23.7784,23.4887,22.7329,0.4547,80.9
23.7226,23.4911,22.7863,0.4557,81.0
23.6668,23.4935,22.8397,0.4568,81.1
23.6112,23.4957,22.8931,0.4579,81.2
23.5558,23.4978,22.9465,0.4589,81.3
23.5004,23.4997,22.9999,0.4600,81.4
23.4452,23.5015,23.0533,0.4611,81.5
23.3901,23.5032,23.1067,0.4621,81.6
23.3351,23.5048,23.1601,0.4632,81.7
23.2803,23.5062,23.2135,0.4643,81.8
23.2255,23.5075,23.2670,0.4653,81.9
23.1710,23.5087,23.3204,0.4664,82.0
23.1165,23.5097,23.3738,0.4675,82.1
23.0621,23.5106,23.4272,0.4685,82.2
23.0079,23.5114,23.4807,0.4696,82.3
22.9538,23.5121,23.5341,0.4707,82.4
22.8999,23.5126,23.5875,0.4718,82.5
22.8460,23.5130,23.6410,0.4728,82.6
22.7923,23.5133,23.6944,0.4739,82.7
22.7387,23.5134,23.7479,0.4750,82.8
22.6852,23.5135,23.8013,0.4760,82.9
22.6319,23.5134,23.8547,0.4771,83.0
22.5787,23.5131,23.9082,0.4782,83.1
22.5256,23.5128,23.9616,0.4792,83.2
22.4726,23.5123,24.0151,0.4803,83.3
22.4198,23.5117,24.0685,0.4814,83.4
22.3671,23.5110,24.1219,0.4824,83.5
22.3145,23.5102,24.1754,0.4835,83.6
22.2620,23.5092,24.2288,0.4846,83.7
22.2097,23.5081,24.2822,0.4856,83.8
22.1575,23.5069,24.3356,0.4867,83.9
22.1054,23.5055,24.3891,0.4878,84.0
22.0534,23.5041,24.4425,0.4888,84.1
22.0016,23.5025,24.4959,0.4899,84.2
21.9499,23.5008,24.5493,0.4910,84.3
21.8983,23.4990,24.6027,0.4921,84.4
21.8468,23.4970,24.6561,0.4931,84.5
21.7955,23.4949,24.7096,0.4942,84.6
21.7443,23.4928,24.7629,0.4953,84.7
21.6932,23.4904,24.8163,0.4963,84.8
21.6423,23.4880,24.8697,0.4974,84.9
21.5914,23.4855,24.9231,0.4985,85.0
21.5407,23.4828,24.9765,0.4995,85.1
21.4901,23.4800,25.0299,0.5006,85.2
21.4397,23.4771,25.0832,0.5017,85.3
21.3893,23.4741,25.1366,0.5027,85.4
21.3391,23.4709,25.1899,0.5038,85.5
21.2890,23.4677,25.2433,0.5049,85.6
21.2391,23.4643,25.2966,0.5059,85.7
21.1892,23.4608,25.3499,0.5070,85.8
21.1395,23.4572,25.4032,0.5081,85.9
21.0899,23.4535,25.4566,0.5091,86.0
21.0405,23.4496,25.5099,0.5102,86.1
20.9911,23.4457,25.5632,0.5113,86.2
20.9419,23.4416,25.6164,0.5123,86.3
20.8928,23.4374,25.6697,0.5134,86.4
20.8439,23.4331,25.7230,0.5145,86.5
20.7950,23.4287,25.7762,0.5155,86.6
20.7463,23.4242,25.8295,0.5166,86.7
20.6977,23.4195,25.8827,0.5177,86.8
20.6492,23.4148,25.9360,0.5187,86.9
20.6009,23.4099,25.9892,0.5198,87.0
20.5527,23.4050,26.0424,0.5208,87.1
20.5046,23.3999,26.0956,0.5219,87.2
20.4566,23.3947,26.1487,0.5230,87.3
20.4087,23.3893,26.2019,0.5240,87.4
20.3610,23.3839,26.2551,0.5251,87.5
20.3134,23.3784,26.3082,0.5262,87.6
20.2659,23.3727,26.3614,0.5272,87.7
20.2185,23.3670,26.4145,0.5283,87.8
20.1713,23.3611,26.4676,0.5294,87.9
20.1241,23.3552,26.5207,0.5304,88.0
20.0771,23.3491,26.5737,0.5315,88.1
20.0303,23.3429,26.6268,0.5325,88.2
19.9835,23.3366,26.6799,0.5336,88.3
19.9369,23.3302,26.7329,0.5347,88.4
19.8904,23.3237,26.7859,0.5357,88.5
19.8440,23.3171,26.8389,0.5368,88.6
19.7977,23.3103,26.8919,0.5378,88.7
19.7516,23.3035,26.9449,0.5389,88.8
19.7055,23.2966,26.9979,0.5400,88.9
19.6596,23.2895,27.0508,0.5410,89.0
19.6138,23.2824,27.1038,0.5421,89.1
19.5682,23.2752,27.1567,0.5431,89.2
19.5226,23.2678,27.2096,0.5442,89.3
19.4772,23.2603,27.2624,0.5452,89.4
19.4319,23.2528,27.3153,0.5463,89.5
19.3867,23.2451,27.3682,0.5474,89.6
19.3416,23.2374,27.4210,0.5484,89.7
19.2967,23.2295,27.4738,0.5495,89.8
19.2519,23.2215,27.5266,0.5505,89.9
19.2072,23.2134,27.5794,0.5516,90.0
19.1626,23.2053,27.6321,0.5526,90.1
19.1181,23.1970,27.6849,0.5537,90.2
19.0738,23.1886,27.7376,0.5548,90.3
19.0295,23.1802,27.7903,0.5558,90.4
18.9854,23.1716,27.8430,0.5569,90.5
18.9414,23.1629,27.8956,0.5579,90.6
18.8976,23.1542,27.9483,0.5590,90.7
18.8538,23.1453,28.0009,0.5600,90.8
18.8102,23.1363,28.0535,0.5611,90.9
18.7666,23.1273,28.1061,0.5621,91.0
18.7232,23.1181,28.1586,0.5632,91.1
18.6800,23.1088,28.2112,0.5642,91.2
18.6368,23.0995,28.2637,0.5653,91.3
18.5937,23.0900,28.3162,0.5663,91.4
18.5508,23.0805,28.3687,0.5674,91.5
18.5080,23.0709,28.4211,0.5684,91.6
18.4653,23.0611,28.4736,0.5695,91.7
18.4227,23.0513,28.5260,0.5705,91.8
18.3802,23.0414,28.5784,0.5716,91.9
18.3379,23.0314,28.6307,0.5726,92.0
18.2957,23.0212,28.6831,0.5737,92.1
18.2535,23.0110,28.7354,0.5747,92.2
18.2115,23.0007,28.7877,0.5758,92.3
18.1696,22.9904,28.8400,0.5768,92.4
18.1279,22.9799,28.8922,0.5778,92.5
18.0862,22.9693,28.9445,0.5789,92.6
18.0447,22.9587,28.9967,0.5799,92.7
18.0032,22.9479,29.0488,0.5810,92.8
17.9619,22.9371,29.1010,0.5820,92.9
17.9207,22.9261,29.1531,0.5831,93.0
17.8796,22.9151,29.2052,0.5841,93.1
17.8387,22.9040,29.2573,0.5851,93.2
17.7978,22.8928,29.3094,0.5862,93.3
17.7571,22.8815,29.3614,0.5872,93.4
17.7164,22.8701,29.4134,0.5883,93.5
17.6759,22.8587,29.4654,0.5893,93.6
17.6355,22.8471,29.5173,0.5903,93.7
17.5952,22.8355,29.5692,0.5914,93.8
17.5550,22.8238,29.6211,0.5924,93.9
17.5150,22.8120,29.6730,0.5935,94.0
17.4750,22.8001,29.7249,0.5945,94.1
17.4352,22.7881,29.7767,0.5955,94.2
17.3954,22.7761,29.8285,0.5966,94.3
17.3558,22.7639,29.8802,0.5976,94.4
17.3163,22.7517,29.9320,0.5986,94.5
17.2769,22.7394,29.9837,0.5997,94.6
17.2376,22.7270,30.0354,0.6007,94.7
17.1985,22.7145,30.0870,0.6017,94.8
17.1594,22.7020,30.1386,0.6028,94.9
17.1204,22.6893,30.1902,0.6038,95.0
17.0816,22.6766,30.2418,0.6048,95.1
17.0429,22.6638,30.2933,0.6059,95.2
17.0042,22.6509,30.3448,0.6069,95.3
16.9657,22.6379,30.3963,0.6079,95.4
16.9273,22.6249,30.4478,0.6090,95.5
16.8890,22.6118,30.4992,0.6100,95.6
16.8508,22.5986,30.5506,0.6110,95.7
16.8127,22.5853,30.6019,0.6120,95.8
16.7748,22.5719,30.6533,0.6131,95.9
16.7369,22.5585,30.7046,0.6141,96.0
16.6991,22.5450,30.7558,0.6151,96.1
16.6615,22.5314,30.8071,0.6161,96.2
16.6240,22.5177,30.8583,0.6172,96.3
16.5865,22.5040,30.9095,0.6182,96.4
16.5492,22.4902,30.9606,0.6192,96.5
16.5120,22.4763,31.0117,0.6202,96.6
16.4749,22.4623,31.0628,0.6213,96.7
16.4379,22.4483,31.1139,0.6223,96.8
16.4010,22.4341,31.1649,0.6233,96.9
16.3642,22.4200,31.2159,0.6243,97.0
16.3275,22.4057,31.2668,0.6253,97.1
16.2909,22.3913,31.3177,0.6264,97.2
16.2544,22.3769,31.3686,0.6274,97.3
16.2180,22.3624,31.4195,0.6284,97.4
16.1818,22.3479,31.4703,0.6294,97.5
16.1456,22.3333,31.5211,0.6304,97.6
16.1096,22.3186,31.5719,0.6314,97.7
16.0736,22.3038,31.6226,0.6325,97.8
16.0377,22.2890,31.6733,0.6335,97.9
16.0020,22.2740,31.7239,0.6345,98.0
15.9664,22.2591,31.7746,0.6355,98.1
15.9308,22.2440,31.8252,0.6365,98.2
15.8954,22.2289,31.8757,0.6375,98.3
15.8600,22.2137,31.9262,0.6385,98.4
15.8248,22.1985,31.9767,0.6395,98.5
15.7897,22.1831,32.0272,0.6405,98.6
15.7547,22.1677,32.0776,0.6416,98.7
15.7197,22.1523,32.1280,0.6426,98.8
15.6849,22.1368,32.1783,0.6436,98.9
15.6502,22.1212,32.2286,0.6446,99.0
15.6156,22.1055,32.2789,0.6456,99.1
15.5811,22.0898,32.3291,0.6466,99.2
15.5466,22.0740,32.3793,0.6476,99.3
15.5123,22.0582,32.4295,0.6486,99.4
15.4781,22.0422,32.4796,0.6496,99.5
15.4440,22.0263,32.5297,0.6506,99.6
15.4100,22.0102,32.5798,0.6516,99.7
15.3760,21.9941,32.6298,0.6526,99.8
15.3422,21.9780,32.6798,0.6536,99.9
15.3085,21.9617,32.7297,0.6546,100.0
15.2749,21.9454,32.7797,0.6556,100.1
15.2414,21.9291,32.8295,0.6566,100.2
15.2079,21.9127,32.8794,0.6576,100.3
15.1746,21.8962,32.9292,0.6586,100.4
15.1414,21.8796,32.9789,0.6596,100.5
15.1083,21.8630,33.0287,0.6606,100.6
15.0752,21.8464,33.0784,0.6616,100.7
15.0423,21.8297,33.1280,0.6626,100.8
15.0095,21.8129,33.1776,0.6636,100.9
14.9767,21.7961,33.2272,0.6645,101.0
14.9441,21.7792,33.2767,0.6655,101.1
14.9115,21.7622,33.3262,0.6665,101.2
14.8791,21.7452,33.3757,0.6675,101.3
14.8467,21.7281,33.4251,0.6685,101.4
14.8145,21.7110,33.4745,0.6695,101.5
14.7823,21.6938,33.5238,0.6705,101.6
14.7502,21.6766,33.5731,0.6715,101.7
14.7183,21.6593,33.6224,0.6724,101.8
14.6864,21.6420,33.6716,0.6734,101.9
14.6546,21.6246,33.7208,0.6744,102.0
14.6229,21.6071,33.7700,0.6754,102.1
14.5913,21.5896,33.8191,0.6764,102.2
14.5598,21.5720,33.8681,0.6774,102.3
14.5284,21.5544,33.9172,0.6783,102.4
14.4971,21.5367,33.9662,0.6793,102.5
14.4659,21.5190,34.0151,0.6803,102.6
14.4347,21.5012,34.0640,0.6813,102.7
14.4037,21.4834,34.1129,0.6823,102.8
14.3728,21.4655,34.1617,0.6832,102.9
14.3419,21.4476,34.2105,0.6842,103.0
14.3111,21.4296,34.2592,0.6852,103.1
14.2805,21.4116,34.3079,0.6862,103.2
14.2499,21.3935,34.3566,0.6871,103.3
14.2194,21.3754,34.4052,0.6881,103.4
14.1890,21.3572,34.4538,0.6891,103.5
14.1587,21.3389,34.5023,0.6900,103.6
14.1285,21.3206,34.5508,0.6910,103.7
14.0984,21.3023,34.5993,0.6920,103.8
14.0684,21.2839,34.6477,0.6930,103.9
14.0384,21.2655,34.6961,0.6939,104.0
14.0086,21.2470,34.7444,0.6949,104.1
13.9788,21.2285,34.7927,0.6959,104.2
13.9491,21.2099,34.8410,0.6968,104.3
13.9195,21.1913,34.8892,0.6978,104.4
13.8900,21.1726,34.9373,0.6987,104.5
13.8606,21.1539,34.9854,0.6997,104.6
13.8313,21.1352,35.0335,0.7007,104.7
13.8021,21.1164,35.0815,0.7016,104.8
13.7729,21.0975,35.1295,0.7026,104.9
13.7439,21.0786,35.1775,0.7035,105.0
13.7149,21.0597,35.2254,0.7045,105.1
13.6860,21.0407,35.2733,0.7055,105.2
13.6572,21.0217,35.3211,0.7064,105.3
13.6285,21.0026,35.3689,0.7074,105.4
13.5999,20.9835,35.4166,0.7083,105.5
13.5713,20.9644,35.4643,0.7093,105.6
13.5429,20.9452,35.5119,0.7102,105.7
13.5145,20.9259,35.5595,0.7112,105.8
13.4862,20.9067,35.6071,0.7121,105.9
13.4581,20.8873,35.6546,0.7131,106.0
13.4299,20.8680,35.7021,0.7140,106.1
13.4019,20.8486,35.7495,0.7150,106.2
13.3740,20.8291,35.7969,0.7159,106.3
13.3461,20.8097,35.8442,0.7169,106.4
13.3183,20.7901,35.8915,0.7178,106.5
13.2907,20.7706,35.9388,0.7188,106.6
13.2631,20.7510,35.9860,0.7197,106.7
13.2355,20.7313,36.0331,0.7207,106.8
13.2081,20.7117,36.0802,0.7216,106.9
13.1807,20.6919,36.1273,0.7225,107.0
13.1535,20.6722,36.1744,0.7235,107.1
13.1263,20.6524,36.2213,0.7244,107.2
13.0992,20.6326,36.2683,0.7254,107.3
13.0721,20.6127,36.3152,0.7263,107.4
13.0452,20.5928,36.3620,0.7272,107.5
13.0183,20.5729,36.4088,0.7282,107.6
12.9915,20.5529,36.4556,0.7291,107.7
12.9648,20.5329,36.5023,0.7300,107.8
12.9382,20.5128,36.5489,0.7310,107.9
12.9117,20.4927,36.5956,0.7319,108.0
12.8852,20.4726,36.6421,0.7328,108.1
12.8588,20.4525,36.6887,0.7338,108.2
12.8325,20.4323,36.7351,0.7347,108.3
12.8063,20.4121,36.7816,0.7356,108.4
12.7802,20.3918,36.8280,0.7366,108.5
12.7541,20.3715,36.8743,0.7375,108.6
12.7281,20.3512,36.9206,0.7384,108.7
12.7022,20.3309,36.9669,0.7393,108.8
12.6764,20.3105,37.0131,0.7403,108.9
12.6507,20.2901,37.0592,0.7412,109.0
12.6250,20.2696,37.1054,0.7421,109.1
12.5994,20.2492,37.1514,0.7430,109.2
12.5739,20.2287,37.1974,0.7439,109.3
12.5485,20.2081,37.2434,0.7449,109.4
12.5231,20.1875,37.2893,0.7458,109.5
12.4978,20.1669,37.3352,0.7467,109.6
12.4726,20.1463,37.3811,0.7476,109.7
12.4475,20.1257,37.4268,0.7485,109.8
12.4224,20.1050,37.4726,0.7495,109.9
12.3975,20.0843,37.5183,0.7504,110.0
12.3726,20.0635,37.5639,0.7513,110.1
12.3477,20.0427,37.6095,0.7522,110.2
12.3230,20.0219,37.6551,0.7531,110.3
12.2983,20.0011,37.7006,0.7540,110.4
12.2737,19.9802,37.7460,0.7549,110.5
12.2492,19.9594,37.7914,0.7558,110.6
12.2247,19.9384,37.8368,0.7567,110.7
12.2004,19.9175,37.8821,0.7576,110.8
12.1761,19.8965,37.9274,0.7585,110.9
12.1518,19.8755,37.9726,0.7595,111.0
12.1277,19.8545,38.0178,0.7604,111.1
12.1036,19.8335,38.0629,0.7613,111.2
12.0796,19.8124,38.1080,0.7622,111.3
12.0557,19.7913,38.1530,0.7631,111.4
12.0318,19.7702,38.1980,0.7640,111.5
12.0080,19.7490,38.2429,0.7649,111.6
11.9843,19.7279,38.2878,0.7658,111.7
11.9607,19.7067,38.3326,0.7667,111.8
11.9371,19.6855,38.3774,0.7675,111.9
11.9136,19.6642,38.4222,0.7684,112.0
11.8902,19.6430,38.4669,0.7693,112.1
11.8668,19.6217,38.5115,0.7702,112.2
11.8435,19.6004,38.5561,0.7711,112.3
11.8203,19.5790,38.6006,0.7720,112.4
11.7972,19.5577,38.6451,0.7729,112.5
11.7741,19.5363,38.6896,0.7738,112.6
11.7511,19.5149,38.7340,0.7747,112.7
11.7282,19.4935,38.7783,0.7756,112.8
11.7053,19.4720,38.8226,0.7765,112.9
11.6825,19.4506,38.8669,0.7773,113.0
11.6598,19.4291,38.9111,0.7782,113.1
11.6371,19.4076,38.9553,0.7791,113.2
11.6146,19.3861,38.9994,0.7800,113.3
11.5920,19.3645,39.0434,0.7809,113.4
11.5696,19.3430,39.0874,0.7817,113.5
11.5472,19.3214,39.1314,0.7826,113.6
11.5249,19.2998,39.1753,0.7835,113.7
11.5027,19.2782,39.2192,0.7844,113.8
11.4805,19.2565,39.2630,0.7853,113.9
11.4584,19.2349,39.3068,0.7861,114.0
11.4363,19.2132,39.3505,0.7870,114.1
11.4144,19.1915,39.3941,0.7879,114.2
11.3925,19.1698,39.4378,0.7888,114.3
11.3706,19.1480,39.4813,0.7896,114.4
11.3488,19.1263,39.5248,0.7905,114.5
11.3271,19.1045,39.5683,0.7914,114.6
11.3055,19.0828,39.6117,0.7922,114.7
11.2839,19.0610,39.6551,0.7931,114.8
11.2624,19.0392,39.6984,0.7940,114.9
11.2410,19.0173,39.7417,0.7948,115.0
11.2196,18.9955,39.7849,0.7957,115.1
11.1983,18.9736,39.8281,0.7966,115.2
11.1770,18.9517,39.8712,0.7974,115.3
11.1559,18.9299,39.9143,0.7983,115.4
11.1347,18.9080,39.9573,0.7991,115.5
11.1137,18.8860,40.0003,0.8000,115.6
11.0927,18.8641,40.0432,0.8009,115.7
11.0718,18.8422,40.0861,0.8017,115.8
11.0509,18.8202,40.1289,0.8026,115.9
11.0301,18.7982,40.1717,0.8034,116.0
11.0094,18.7762,40.2144,0.8043,116.1
10.9887,18.7542,40.2571,0.8051,116.2
10.9681,18.7322,40.2997,0.8060,116.3
