S(t),I(t),R(t),mortes(t),tempo
3.5057,0.2854,66.2088,1.3242,349.2
3.5056,0.2848,66.2095,1.3242,349.3
3.5055,0.2843,66.2101,1.3242,349.4
3.5054,0.2837,66.2108,1.3242,349.5
3.5053,0.2832,66.2114,1.3242,349.6
3.5052,0.2826,66.2121,1.3242,349.7
3.5051,0.2821,66.2127,1.3243,349.8
3.5050,0.2816,66.2134,1.3243,349.9
3.5049,0.2810,66.2140,1.3243,350.0
3.5048,0.2805,66.2146,1.3243,350.1
3.5048,0.2799,66.2153,1.3243,350.2
3.5047,0.2794,66.2159,1.3243,350.3
3.5046,0.2789,66.2165,1.3243,350.4
3.5045,0.2783,66.2172,1.3243,350.5
3.5044,0.2778,66.2178,1.3244,350.6
3.5043,0.2773,66.2184,1.3244,350.7
3.5042,0.2767,66.2191,1.3244,350.8
3.5041,0.2762,66.2197,1.3244,350.9
3.5040,0.2757,66.2203,1.3244,351.0
3.5039,0.2751,66.2210,1.3244,351.1
3.5038,0.2746,66.2216,1.3244,351.2
3.5037,0.2741,66.2222,1.3244,351.3
3.5036,0.2736,66.2228,1.3245,351.4
3.5035,0.2730,66.2234,1.3245,351.5
3.5034,0.2725,66.2241,1.3245,351.6
3.5033,0.2720,66.2247,1.3245,351.7
3.5032,0.2715,66.2253,1.3245,351.8
3.5031,0.2709,66.2259,1.3245,351.9
3.5030,0.2704,66.2265,1.3245,352.0
3.5029,0.2699,66.2272,1.3245,352.1
3.5028,0.2694,66.2278,1.3246,352.2
3.5027,0.2689,66.2284,1.3246,352.3
3.5026,0.2683,66.2290,1.3246,352.4
3.5025,0.2678,66.2296,1.3246,352.5
3.5024,0.2673,66.2302,1.3246,352.6
3.5024,0.2668,66.2308,1.3246,352.7
3.5023,0.2663,66.2314,1.3246,352.8
3.5022,0.2658,66.2320,1.3246,352.9
3.5021,0.2653,66.2326,1.3247,353.0
3.5020,0.2647,66.2332,1.3247,353.1
3.5019,0.2642,66.2338,1.3247,353.2
3.5018,0.2637,66.2344,1.3247,353.3
3.5017,0.2632,66.2350,1.3247,353.4
3.5016,0.2627,66.2356,1.3247,353.5
3.5015,0.2622,66.2362,1.3247,353.6
3.5014,0.2617,66.2368,1.3247,353.7
3.5013,0.2612,66.2374,1.3247,353.8
3.5012,0.2607,66.2380,1.3248,353.9
3.5012,0.2602,66.2386,1.3248,354.0
3.5011,0.2597,66.2392,1.3248,354.1
3.5010,0.2592,66.2398,1.3248,354.2
3.5009,0.2587,66.2404,1.3248,354.3
3.5008,0.2582,66.2410,1.3248,354.4
3.5007,0.2577,66.2416,1.3248,354.5
3.5006,0.2572,66.2421,1.3248,354.6
3.5005,0.2567,66.2427,1.3249,354.7
3.5004,0.2562,66.2433,1.3249,354.8
3.5003,0.2557,66.2439,1.3249,354.9
3.5003,0.2552,66.2445,1.3249,355.0
3.5002,0.2548,66.2450,1.3249,355.1
3.5001,0.2543,66.2456,1.3249,355.2
3.5000,0.2538,66.2462,1.3249,355.3
3.4999,0.2533,66.2468,1.3249,355.4
3.4998,0.2528,66.2474,1.3249,355.5
3.4997,0.2523,66.2479,1.3250,355.6
3.4996,0.2518,66.2485,1.3250,355.7
3.4995,0.2513,66.2491,1.3250,355.8
3.4995,0.2509,66.2496,1.3250,355.9
3.4994,0.2504,66.2502,1.3250,356.0
3.4993,0.2499,66.2508,1.3250,356.1
3.4992,0.2494,66.2514,1.3250,356.2
3.4991,0.2489,66.2519,1.3250,356.3
3.4990,0.2485,66.2525,1.3250,356.4
3.4989,0.2480,66.2531,1.3251,356.5
3.4988,0.2475,66.2536,1.3251,356.6
3.4988,0.2470,66.2542,1.3251,356.7
3.4987,0.2466,66.2547,1.3251,356.8
3.4986,0.2461,66.2553,1.3251,356.9
3.4985,0.2456,66.2559,1.3251,357.0
3.4984,0.2451,66.2564,1.3251,357.1
3.4983,0.2447,66.2570,1.3251,357.2
3.4982,0.2442,66.2575,1.3252,357.3
3.4982,0.2437,66.2581,1.3252,357.4
3.4981,0.2433,66.2586,1.3252,357.5
3.4980,0.2428,66.2592,1.3252,357.6
3.4979,0.2423,66.2597,1.3252,357.7
3.4978,0.2419,66.2603,1.3252,357.8
3.4977,0.2414,66.2608,1.3252,357.9
3.4976,0.2409,66.2614,1.3252,358.0
3.4976,0.2405,66.2619,1.3252,358.1
3.4975,0.2400,66.2625,1.3252,358.2
3.4974,0.2395,66.2630,1.3253,358.3
3.4973,0.2391,66.2636,1.3253,358.4
3.4972,0.2386,66.2641,1.3253,358.5
3.4971,0.2382,66.2647,1.3253,358.6
3.4971,0.2377,66.2652,1.3253,358.7
3.4970,0.2372,66.2657,1.3253,358.8
3.4969,0.2368,66.2663,1.3253,358.9
3.4968,0.2363,66.2668,1.3253,359.0
3.4967,0.2359,66.2674,1.3253,359.1
3.4966,0.2354,66.2679,1.3254,359.2
3.4966,0.2350,66.2684,1.3254,359.3
3.4965,0.2345,66.2690,1.3254,359.4
3.4964,0.2341,66.2695,1.3254,359.5
3.4963,0.2336,66.2700,1.3254,359.6
3.4962,0.2332,66.2706,1.3254,359.7
3.4962,0.2327,66.2711,1.3254,359.8
3.4961,0.2323,66.2716,1.3254,359.9
3.4960,0.2318,66.2721,1.3254,360.0
3.4959,0.2314,66.2727,1.3255,360.1
3.4958,0.2309,66.2732,1.3255,360.2
3.4957,0.2305,66.2737,1.3255,360.3
3.4957,0.2300,66.2742,1.3255,360.4
3.4956,0.2296,66.2748,1.3255,360.5
3.4955,0.2292,66.2753,1.3255,360.6
3.4954,0.2287,66.2758,1.3255,360.7
3.4953,0.2283,66.2763,1.3255,360.8
3.4953,0.2278,66.2768,1.3255,360.9
3.4952,0.2274,66.2774,1.3255,361.0
3.4951,0.2270,66.2779,1.3256,361.1
3.4950,0.2265,66.2784,1.3256,361.2
3.4949,0.2261,66.2789,1.3256,361.3
3.4949,0.2257,66.2794,1.3256,361.4
3.4948,0.2252,66.2799,1.3256,361.5
3.4947,0.2248,66.2804,1.3256,361.6
3.4946,0.2244,66.2810,1.3256,361.7
3.4946,0.2239,66.2815,1.3256,361.8
3.4945,0.2235,66.2820,1.3256,361.9
3.4944,0.2231,66.2825,1.3256,362.0
3.4943,0.2226,66.2830,1.3257,362.1
3.4942,0.2222,66.2835,1.3257,362.2
3.4942,0.2218,66.2840,1.3257,362.3
3.4941,0.2214,66.2845,1.3257,362.4
3.4940,0.2209,66.2850,1.3257,362.5
3.4939,0.2205,66.2855,1.3257,362.6
3.4939,0.2201,66.2860,1.3257,362.7
3.4938,0.2197,66.2865,1.3257,362.8
3.4937,0.2192,66.2870,1.3257,362.9
3.4936,0.2188,66.2875,1.3258,363.0
3.4936,0.2184,66.2880,1.3258,363.1
3.4935,0.2180,66.2885,1.3258,363.2
3.4934,0.2176,66.2890,1.3258,363.3
3.4933,0.2171,66.2895,1.3258,363.4
3.4932,0.2167,66.2900,1.3258,363.5
3.4932,0.2163,66.2905,1.3258,363.6
3.4931,0.2159,66.2910,1.3258,363.7
3.4930,0.2155,66.2915,1.3258,363.8
3.4929,0.2151,66.2920,1.3258,363.9
3.4929,0.2146,66.2924,1.3258,364.0
3.4928,0.2142,66.2929,1.3259,364.1
3.4927,0.2138,66.2934,1.3259,364.2
3.4926,0.2134,66.2939,1.3259,364.3
3.4926,0.2130,66.2944,1.3259,364.4
3.4925,0.2126,66.2949,1.3259,364.5
3.4924,0.2122,66.2954,1.3259,364.6
3.4923,0.2118,66.2958,1.3259,364.7
3.4923,0.2114,66.2963,1.3259,364.8
3.4922,0.2110,66.2968,1.3259,364.9
3.4921,0.2105,66.2973,1.3259,365.0
3.4921,0.2101,66.2978,1.3260,365.1
3.4920,0.2097,66.2982,1.3260,365.2
3.4919,0.2093,66.2987,1.3260,365.3
3.4918,0.2089,66.2992,1.3260,365.4
3.4918,0.2085,66.2997,1.3260,365.5
3.4917,0.2081,66.3001,1.3260,365.6
3.4916,0.2077,66.3006,1.3260,365.7
3.4915,0.2073,66.3011,1.3260,365.8
3.4915,0.2069,66.3016,1.3260,365.9
3.4914,0.2065,66.3020,1.3260,366.0
3.4913,0.2061,66.3025,1.3260,366.1
3.4913,0.2057,66.3030,1.3261,366.2
3.4912,0.2053,66.3034,1.3261,366.3
3.4911,0.2049,66.3039,1.3261,366.4
3.4910,0.2046,66.3044,1.3261,366.5
3.4910,0.2042,66.3048,1.3261,366.6
3.4909,0.2038,66.3053,1.3261,366.7
3.4908,0.2034,66.3058,1.3261,366.8
3.4908,0.2030,66.3062,1.3261,366.9
3.4907,0.2026,66.3067,1.3261,367.0
3.4906,0.2022,66.3071,1.3261,367.1
3.4905,0.2018,66.3076,1.3262,367.2
3.4905,0.2014,66.3081,1.3262,367.3
3.4904,0.2010,66.3085,1.3262,367.4
3.4903,0.2007,66.3090,1.3262,367.5
3.4903,0.2003,66.3094,1.3262,367.6
3.4902,0.1999,66.3099,1.3262,367.7
3.4901,0.1995,66.3103,1.3262,367.8
3.4901,0.1991,66.3108,1.3262,367.9
3.4900,0.1987,66.3112,1.3262,368.0
3.4899,0.1983,66.3117,1.3262,368.1
3.4898,0.1980,66.3121,1.3262,368.2
3.4898,0.1976,66.3126,1.3263,368.3
3.4897,0.1972,66.3130,1.3263,368.4
3.4896,0.1968,66.3135,1.3263,368.5
3.4896,0.1964,66.3139,1.3263,368.6
3.4895,0.1961,66.3144,1.3263,368.7
3.4894,0.1957,66.3148,1.3263,368.8
3.4894,0.1953,66.3153,1.3263,368.9
3.4893,0.1949,66.3157,1.3263,369.0
3.4892,0.1946,66.3162,1.3263,369.1
3.4892,0.1942,66.3166,1.3263,369.2
3.4891,0.1938,66.3170,1.3263,369.3
3.4890,0.1934,66.3175,1.3263,369.4
3.4890,0.1931,66.3179,1.3264,369.5
3.4889,0.1927,66.3184,1.3264,369.6
3.4888,0.1923,66.3188,1.3264,369.7
3.4888,0.1920,66.3192,1.3264,369.8
3.4887,0.1916,66.3197,1.3264,369.9
3.4886,0.1912,66.3201,1.3264,370.0
3.4886,0.1909,66.3205,1.3264,370.1
3.4885,0.1905,66.3210,1.3264,370.2
3.4884,0.1901,66.3214,1.3264,370.3
3.4884,0.1898,66.3219,1.3264,370.4
3.4883,0.1894,66.3223,1.3264,370.5
3.4882,0.1890,66.3227,1.3265,370.6
3.4882,0.1887,66.3231,1.3265,370.7
3.4881,0.1883,66.3236,1.3265,370.8
3.4880,0.1879,66.3240,1.3265,370.9
3.4880,0.1876,66.3244,1.3265,371.0
3.4879,0.1872,66.3249,1.3265,371.1
3.4878,0.1869,66.3253,1.3265,371.2
3.4878,0.1865,66.3257,1.3265,371.3
3.4877,0.1861,66.3261,1.3265,371.4
3.4876,0.1858,66.3266,1.3265,371.5
3.4876,0.1854,66.3270,1.3265,371.6
3.4875,0.1851,66.3274,1.3265,371.7
3.4874,0.1847,66.3278,1.3266,371.8
3.4874,0.1844,66.3282,1.3266,371.9
3.4873,0.1840,66.3287,1.3266,372.0
3.4872,0.1836,66.3291,1.3266,372.1
3.4872,0.1833,66.3295,1.3266,372.2
3.4871,0.1829,66.3299,1.3266,372.3
3.4871,0.1826,66.3303,1.3266,372.4
3.4870,0.1822,66.3307,1.3266,372.5
3.4869,0.1819,66.3311,1.3266,372.6
3.4869,0.1815,66.3316,1.3266,372.7
3.4868,0.1812,66.3320,1.3266,372.8
3.4867,0.1808,66.3324,1.3266,372.9
3.4867,0.1805,66.3328,1.3267,373.0
3.4866,0.1801,66.3332,1.3267,373.1
3.4865,0.1798,66.3336,1.3267,373.2
3.4865,0.1794,66.3340,1.3267,373.3
3.4864,0.1791,66.3344,1.3267,373.4
3.4864,0.1788,66.3348,1.3267,373.5
3.4863,0.1784,66.3352,1.3267,373.6
3.4862,0.1781,66.3356,1.3267,373.7
3.4862,0.1777,66.3361,1.3267,373.8
3.4861,0.1774,66.3365,1.3267,373.9
3.4860,0.1770,66.3369,1.3267,374.0
3.4860,0.1767,66.3373,1.3267,374.1
3.4859,0.1764,66.3377,1.3268,374.2
3.4859,0.1760,66.3381,1.3268,374.3
3.4858,0.1757,66.3385,1.3268,374.4
3.4857,0.1753,66.3389,1.3268,374.5
3.4857,0.1750,66.3393,1.3268,374.6
3.4856,0.1747,66.3397,1.3268,374.7
3.4856,0.1743,66.3401,1.3268,374.8
3.4855,0.1740,66.3405,1.3268,374.9
3.4854,0.1737,66.3409,1.3268,375.0
3.4854,0.1733,66.3412,1.3268,375.1
3.4853,0.1730,66.3416,1.3268,375.2
3.4853,0.1727,66.3420,1.3268,375.3
3.4852,0.1723,66.3424,1.3268,375.4
3.4851,0.1720,66.3428,1.3269,375.5
3.4851,0.1717,66.3432,1.3269,375.6
3.4850,0.1713,66.3436,1.3269,375.7
3.4850,0.1710,66.3440,1.3269,375.8
3.4849,0.1707,66.3444,1.3269,375.9
3.4848,0.1704,66.3448,1.3269,376.0
3.4848,0.1700,66.3452,1.3269,376.1
3.4847,0.1697,66.3455,1.3269,376.2
3.4847,0.1694,66.3459,1.3269,376.3
3.4846,0.1690,66.3463,1.3269,376.4
3.4845,0.1687,66.3467,1.3269,376.5
3.4845,0.1684,66.3471,1.3269,376.6
3.4844,0.1681,66.3475,1.3269,376.7
3.4844,0.1677,66.3478,1.3270,376.8
3.4843,0.1674,66.3482,1.3270,376.9
3.4842,0.1671,66.3486,1.3270,377.0
3.4842,0.1668,66.3490,1.3270,377.1
3.4841,0.1665,66.3494,1.3270,377.2
3.4841,0.1661,66.3497,1.3270,377.3
3.4840,0.1658,66.3501,1.3270,377.4
3.4840,0.1655,66.3505,1.3270,377.5
3.4839,0.1652,66.3509,1.3270,377.6
3.4838,0.1649,66.3512,1.3270,377.7
3.4838,0.1645,66.3516,1.3270,377.8
3.4837,0.1642,66.3520,1.3270,377.9
3.4837,0.1639,66.3524,1.3270,378.0
3.4836,0.1636,66.3527,1.3271,378.1
3.4836,0.1633,66.3531,1.3271,378.2
3.4835,0.1630,66.3535,1.3271,378.3
3.4834,0.1627,66.3539,1.3271,378.4
3.4834,0.1623,66.3542,1.3271,378.5
3.4833,0.1620,66.3546,1.3271,378.6
3.4833,0.1617,66.3550,1.3271,378.7
3.4832,0.1614,66.3553,1.3271,378.8
3.4832,0.1611,66.3557,1.3271,378.9
3.4831,0.1608,66.3561,1.3271,379.0
3.4831,0.1605,66.3564,1.3271,379.1
3.4830,0.1602,66.3568,1.3271,379.2
3.4829,0.1599,66.3572,1.3271,379.3
3.4829,0.1596,66.3575,1.3272,379.4
3.4828,0.1592,66.3579,1.3272,379.5
3.4828,0.1589,66.3582,1.3272,379.6
3.4827,0.1586,66.3586,1.3272,379.7
3.4827,0.1583,66.3590,1.3272,379.8
3.4826,0.1580,66.3593,1.3272,379.9
3.4826,0.1577,66.3597,1.3272,380.0
3.4825,0.1574,66.3600,1.3272,380.1
3.4824,0.1571,66.3604,1.3272,380.2
3.4824,0.1568,66.3608,1.3272,380.3
3.4823,0.1565,66.3611,1.3272,380.4
3.4823,0.1562,66.3615,1.3272,380.5
3.4822,0.1559,66.3618,1.3272,380.6
3.4822,0.1556,66.3622,1.3272,380.7
3.4821,0.1553,66.3625,1.3273,380.8
3.4821,0.1550,66.3629,1.3273,380.9
3.4820,0.1547,66.3632,1.3273,381.0
3.4820,0.1544,66.3636,1.3273,381.1
3.4819,0.1541,66.3639,1.3273,381.2
3.4818,0.1538,66.3643,1.3273,381.3
3.4818,0.1535,66.3646,1.3273,381.4
3.4817,0.1532,66.3650,1.3273,381.5
3.4817,0.1529,66.3653,1.3273,381.6
3.4816,0.1526,66.3657,1.3273,381.7
3.4816,0.1523,66.3660,1.3273,381.8
3.4815,0.1521,66.3664,1.3273,381.9
3.4815,0.1518,66.3667,1.3273,382.0
3.4814,0.1515,66.3671,1.3273,382.1
3.4814,0.1512,66.3674,1.3273,382.2
3.4813,0.1509,66.3678,1.3274,382.3
3.4813,0.1506,66.3681,1.3274,382.4
3.4812,0.1503,66.3684,1.3274,382.5
3.4812,0.1500,66.3688,1.3274,382.6
3.4811,0.1497,66.3691,1.3274,382.7
3.4811,0.1494,66.3695,1.3274,382.8
3.4810,0.1492,66.3698,1.3274,382.9
3.4809,0.1489,66.3701,1.3274,383.0
3.4809,0.1486,66.3705,1.3274,383.1
3.4808,0.1483,66.3708,1.3274,383.2
3.4808,0.1480,66.3712,1.3274,383.3
3.4807,0.1477,66.3715,1.3274,383.4
3.4807,0.1474,66.3718,1.3274,383.5
3.4806,0.1472,66.3722,1.3274,383.6
3.4806,0.1469,66.3725,1.3274,383.7
3.4805,0.1466,66.3728,1.3275,383.8
3.4805,0.1463,66.3732,1.3275,383.9
3.4804,0.1460,66.3735,1.3275,384.0
3.4804,0.1457,66.3738,1.3275,384.1
3.4803,0.1455,66.3742,1.3275,384.2
3.4803,0.1452,66.3745,1.3275,384.3
3.4802,0.1449,66.3748,1.3275,384.4
3.4802,0.1446,66.3751,1.3275,384.5
3.4801,0.1443,66.3755,1.3275,384.6
3.4801,0.1441,66.3758,1.3275,384.7
3.4800,0.1438,66.3761,1.3275,384.8
3.4800,0.1435,66.3765,1.3275,384.9
3.4799,0.1432,66.3768,1.3275,385.0
3.4799,0.1430,66.3771,1.3275,385.1
3.4798,0.1427,66.3774,1.3275,385.2
3.4798,0.1424,66.3778,1.3276,385.3
3.4797,0.1421,66.3781,1.3276,385.4
3.4797,0.1419,66.3784,1.3276,385.5
3.4796,0.1416,66.3787,1.3276,385.6
3.4796,0.1413,66.3791,1.3276,385.7
3.4795,0.1410,66.3794,1.3276,385.8
3.4795,0.1408,66.3797,1.3276,385.9
3.4794,0.1405,66.3800,1.3276,386.0
3.4794,0.1402,66.3803,1.3276,386.1
3.4793,0.1400,66.3807,1.3276,386.2
3.4793,0.1397,66.3810,1.3276,386.3
3.4792,0.1394,66.3813,1.3276,386.4
3.4792,0.1392,66.3816,1.3276,386.5
3.4791,0.1389,66.3819,1.3276,386.6
3.4791,0.1386,66.3822,1.3276,386.7
3.4790,0.1384,66.3826,1.3277,386.8
3.4790,0.1381,66.3829,1.3277,386.9
3.4790,0.1378,66.3832,1.3277,387.0
3.4789,0.1376,66.3835,1.3277,387.1
3.4789,0.1373,66.3838,1.3277,387.2
3.4788,0.1370,66.3841,1.3277,387.3
3.4788,0.1368,66.3844,1.3277,387.4
3.4787,0.1365,66.3847,1.3277,387.5
3.4787,0.1362,66.3851,1.3277,387.6
3.4786,0.1360,66.3854,1.3277,387.7
3.4786,0.1357,66.3857,1.3277,387.8
3.4785,0.1355,66.3860,1.3277,387.9
3.4785,0.1352,66.3863,1.3277,388.0
3.4784,0.1349,66.3866,1.3277,388.1
3.4784,0.1347,66.3869,1.3277,388.2
3.4783,0.1344,66.3872,1.3277,388.3
3.4783,0.1342,66.3875,1.3278,388.4
3.4782,0.1339,66.3878,1.3278,388.5
3.4782,0.1336,66.3881,1.3278,388.6
3.4782,0.1334,66.3884,1.3278,388.7
3.4781,0.1331,66.3887,1.3278,388.8
3.4781,0.1329,66.3890,1.3278,388.9
3.4780,0.1326,66.3893,1.3278,389.0
3.4780,0.1324,66.3896,1.3278,389.1
3.4779,0.1321,66.3899,1.3278,389.2
3.4779,0.1318,66.3902,1.3278,389.3
3.4778,0.1316,66.3905,1.3278,389.4
3.4778,0.1313,66.3908,1.3278,389.5
3.4777,0.1311,66.3911,1.3278,389.6
3.4777,0.1308,66.3914,1.3278,389.7
3.4776,0.1306,66.3917,1.3278,389.8
3.4776,0.1303,66.3920,1.3278,389.9
3.4776,0.1301,66.3923,1.3278,390.0
3.4775,0.1298,66.3926,1.3279,390.1
3.4775,0.1296,66.3929,1.3279,390.2
3.4774,0.1293,66.3932,1.3279,390.3
3.4774,0.1291,66.3935,1.3279,390.4
3.4773,0.1288,66.3938,1.3279,390.5
3.4773,0.1286,66.3941,1.3279,390.6
3.4772,0.1283,66.3944,1.3279,390.7
3.4772,0.1281,66.3947,1.3279,390.8
3.4771,0.1278,66.3950,1.3279,390.9
3.4771,0.1276,66.3953,1.3279,391.0
3.4771,0.1274,66.3955,1.3279,391.1
3.4770,0.1271,66.3958,1.3279,391.2
3.4770,0.1269,66.3961,1.3279,391.3
3.4769,0.1266,66.3964,1.3279,391.4
3.4769,0.1264,66.3967,1.3279,391.5
3.4768,0.1261,66.3970,1.3279,391.6
3.4768,0.1259,66.3973,1.3279,391.7
3.4768,0.1256,66.3976,1.3280,391.8
3.4767,0.1254,66.3979,1.3280,391.9
3.4767,0.1252,66.3981,1.3280,392.0
3.4766,0.1249,66.3984,1.3280,392.1
3.4766,0.1247,66.3987,1.3280,392.2
3.4765,0.1244,66.3990,1.3280,392.3
3.4765,0.1242,66.3993,1.3280,392.4
3.4764,0.1240,66.3996,1.3280,392.5
3.4764,0.1237,66.3998,1.3280,392.6
3.4764,0.1235,66.4001,1.3280,392.7
3.4763,0.1233,66.4004,1.3280,392.8
3.4763,0.1230,66.4007,1.3280,392.9
3.4762,0.1228,66.4010,1.3280,393.0
3.4762,0.1225,66.4012,1.3280,393.1
3.4761,0.1223,66.4015,1.3280,393.2
3.4761,0.1221,66.4018,1.3280,393.3
3.4761,0.1218,66.4021,1.3280,393.4
3.4760,0.1216,66.4024,1.3280,393.5
3.4760,0.1214,66.4026,1.3281,393.6
3.4759,0.1211,66.4029,1.3281,393.7
3.4759,0.1209,66.4032,1.3281,393.8
3.4759,0.1207,66.4035,1.3281,393.9
3.4758,0.1204,66.4037,1.3281,394.0
3.4758,0.1202,66.4040,1.3281,394.1
3.4757,0.1200,66.4043,1.3281,394.2
3.4757,0.1197,66.4045,1.3281,394.3
3.4756,0.1195,66.4048,1.3281,394.4
3.4756,0.1193,66.4051,1.3281,394.5
3.4756,0.1190,66.4054,1.3281,394.6
3.4755,0.1188,66.4056,1.3281,394.7
3.4755,0.1186,66.4059,1.3281,394.8
3.4754,0.1184,66.4062,1.3281,394.9
3.4754,0.1181,66.4064,1.3281,395.0
3.4754,0.1179,66.4067,1.3281,395.1
3.4753,0.1177,66.4070,1.3281,395.2
3.4753,0.1175,66.4072,1.3281,395.3
3.4752,0.1172,66.4075,1.3282,395.4
3.4752,0.1170,66.4078,1.3282,395.5
3.4752,0.1168,66.4080,1.3282,395.6
3.4751,0.1166,66.4083,1.3282,395.7
3.4751,0.1163,66.4086,1.3282,395.8
3.4750,0.1161,66.4088,1.3282,395.9
3.4750,0.1159,66.4091,1.3282,396.0
3.4749,0.1157,66.4094,1.3282,396.1
3.4749,0.1154,66.4096,1.3282,396.2
3.4749,0.1152,66.4099,1.3282,396.3
3.4748,0.1150,66.4102,1.3282,396.4
3.4748,0.1148,66.4104,1.3282,396.5
3.4747,0.1145,66.4107,1.3282,396.6
3.4747,0.1143,66.4109,1.3282,396.7
3.4747,0.1141,66.4112,1.3282,396.8
3.4746,0.1139,66.4115,1.3282,396.9
3.4746,0.1137,66.4117,1.3282,397.0
3.4745,0.1134,66.4120,1.3282,397.1
3.4745,0.1132,66.4122,1.3282,397.2
3.4745,0.1130,66.4125,1.3282,397.3
3.4744,0.1128,66.4128,1.3283,397.4
3.4744,0.1126,66.4130,1.3283,397.5
3.4744,0.1124,66.4133,1.3283,397.6
3.4743,0.1121,66.4135,1.3283,397.7
3.4743,0.1119,66.4138,1.3283,397.8
3.4742,0.1117,66.4140,1.3283,397.9
3.4742,0.1115,66.4143,1.3283,398.0
3.4742,0.1113,66.4145,1.3283,398.1
3.4741,0.1111,66.4148,1.3283,398.2
3.4741,0.1109,66.4150,1.3283,398.3
3.4740,0.1106,66.4153,1.3283,398.4
3.4740,0.1104,66.4155,1.3283,398.5
3.4740,0.1102,66.4158,1.3283,398.6
3.4739,0.1100,66.4160,1.3283,398.7
3.4739,0.1098,66.4163,1.3283,398.8
3.4739,0.1096,66.4165,1.3283,398.9
3.4738,0.1094,66.4168,1.3283,399.0
3.4738,0.1092,66.4170,1.3283,399.1
3.4737,0.1090,66.4173,1.3283,399.2
3.4737,0.1087,66.4175,1.3284,399.3
3.4737,0.1085,66.4178,1.3284,399.4
3.4736,0.1083,66.4180,1.3284,399.5
3.4736,0.1081,66.4183,1.3284,399.6
3.4735,0.1079,66.4185,1.3284,399.7
3.4735,0.1077,66.4188,1.3284,399.8
3.4735,0.1075,66.4190,1.3284,399.9
3.4734,0.1073,66.4193,1.3284,400.0
3.4734,0.1071,66.4195,1.3284,400.1
3.4734,0.1069,66.4197,1.3284,400.2
3.4733,0.1067,66.4200,1.3284,400.3
3.4733,0.1065,66.4202,1.3284,400.4
3.4733,0.1063,66.4205,1.3284,400.5
3.4732,0.1060,66.4207,1.3284,400.6
3.4732,0.1058,66.4210,1.3284,400.7
3.4731,0.1056,66.4212,1.3284,400.8
3.4731,0.1054,66.4214,1.3284,400.9
3.4731,0.1052,66.4217,1.3284,401.0
3.4730,0.1050,66.4219,1.3284,401.1
3.4730,0.1048,66.4221,1.3284,401.2
3.4730,0.1046,66.4224,1.3284,401.3
3.4729,0.1044,66.4226,1.3285,401.4
3.4729,0.1042,66.4229,1.3285,401.5
3.4728,0.1040,66.4231,1.3285,401.6
3.4728,0.1038,66.4233,1.3285,401.7
3.4728,0.1036,66.4236,1.3285,401.8
3.4727,0.1034,66.4238,1.3285,401.9
3.4727,0.1032,66.4240,1.3285,402.0
3.4727,0.1030,66.4243,1.3285,402.1
3.4726,0.1028,66.4245,1.3285,402.2
3.4726,0.1026,66.4248,1.3285,402.3
3.4726,0.1024,66.4250,1.3285,402.4
3.4725,0.1022,66.4252,1.3285,402.5
3.4725,0.1020,66.4255,1.3285,402.6
3.4725,0.1018,66.4257,1.3285,402.7
3.4724,0.1016,66.4259,1.3285,402.8
3.4724,0.1015,66.4261,1.3285,402.9
3.4724,0.1013,66.4264,1.3285,403.0
3.4723,0.1011,66.4266,1.3285,403.1
3.4723,0.1009,66.4268,1.3285,403.2
3.4722,0.1007,66.4271,1.3285,403.3
3.4722,0.1005,66.4273,1.3285,403.4
3.4722,0.1003,66.4275,1.3286,403.5
3.4721,0.1001,66.4277,1.3286,403.6
3.4721,0.0999,66.4280,1.3286,403.7
3.4721,0.0997,66.4282,1.3286,403.8
3.4720,0.0995,66.4284,1.3286,403.9
3.4720,0.0993,66.4287,1.3286,404.0
3.4720,0.0991,66.4289,1.3286,404.1
3.4719,0.0989,66.4291,1.3286,404.2
3.4719,0.0988,66.4293,1.3286,404.3
3.4719,0.0986,66.4296,1.3286,404.4
3.4718,0.0984,66.4298,1.3286,404.5
3.4718,0.0982,66.4300,1.3286,404.6
3.4718,0.0980,66.4302,1.3286,404.7
3.4717,0.0978,66.4304,1.3286,404.8
3.4717,0.0976,66.4307,1.3286,404.9
3.4717,0.0974,66.4309,1.3286,405.0
3.4716,0.0972,66.4311,1.3286,405.1
3.4716,0.0971,66.4313,1.3286,405.2
3.4716,0.0969,66.4315,1.3286,405.3
3.4715,0.0967,66.4318,1.3286,405.4
3.4715,0.0965,66.4320,1.3286,405.5
3.4715,0.0963,66.4322,1.3286,405.6
3.4714,0.0961,66.4324,1.3286,405.7
3.4714,0.0959,66.4327,1.3287,405.8
3.4714,0.0958,66.4329,1.3287,405.9
3.4713,0.0956,66.4331,1.3287,406.0
3.4713,0.0954,66.4333,1.3287,406.1
3.4713,0.0952,66.4335,1.3287,406.2
3.4712,0.0950,66.4337,1.3287,406.3
3.4712,0.0948,66.4340,1.3287,406.4
3.4712,0.0947,66.4342,1.3287,406.5
3.4711,0.0945,66.4344,1.3287,406.6
3.4711,0.0943,66.4346,1.3287,406.7
3.4711,0.0941,66.4348,1.3287,406.8
3.4710,0.0939,66.4350,1.3287,406.9
3.4710,0.0937,66.4352,1.3287,407.0
3.4710,0.0936,66.4354,1.3287,407.1
3.4709,0.0934,66.4357,1.3287,407.2
3.4709,0.0932,66.4359,1.3287,407.3
