S,I,R,mortes,tempo
0.1682,1.7123,68.1195,1.3624,397.5
0.1682,1.7104,68.1214,1.3624,397.6
0.1682,1.7085,68.1234,1.3625,397.7
0.1681,1.7066,68.1253,1.3625,397.8
0.1681,1.7047,68.1273,1.3625,397.9
0.1681,1.7028,68.1292,1.3626,398.0
0.1681,1.7008,68.1311,1.3626,398.1
0.1680,1.6989,68.1331,1.3627,398.2
0.1680,1.6970,68.1350,1.3627,398.3
0.1680,1.6951,68.1369,1.3627,398.4
0.1679,1.6932,68.1389,1.3628,398.5
0.1679,1.6913,68.1408,1.3628,398.6
0.1679,1.6895,68.1427,1.3629,398.7
0.1679,1.6876,68.1446,1.3629,398.8
0.1678,1.6857,68.1465,1.3629,398.9
0.1678,1.6838,68.1485,1.3630,399.0
0.1678,1.6819,68.1504,1.3630,399.1
0.1677,1.6800,68.1523,1.3630,399.2
0.1677,1.6781,68.1542,1.3631,399.3
0.1677,1.6763,68.1561,1.3631,399.4
0.1677,1.6744,68.1580,1.3632,399.5
0.1676,1.6725,68.1599,1.3632,399.6
0.1676,1.6706,68.1618,1.3632,399.7
0.1676,1.6688,68.1637,1.3633,399.8
0.1676,1.6669,68.1656,1.3633,399.9
0.1675,1.6650,68.1675,1.3633,400.0
0.1675,1.6632,68.1694,1.3634,400.1
0.1675,1.6613,68.1713,1.3634,400.2
0.1674,1.6594,68.1732,1.3635,400.3
0.1674,1.6576,68.1750,1.3635,400.4
0.1674,1.6557,68.1769,1.3635,400.5
0.1674,1.6539,68.1788,1.3636,400.6
0.1673,1.6520,68.1807,1.3636,400.7
0.1673,1.6502,68.1826,1.3637,400.8
0.1673,1.6483,68.1844,1.3637,400.9
0.1672,1.6465,68.1863,1.3637,401.0
0.1672,1.6446,68.1882,1.3638,401.1
0.1672,1.6428,68.1901,1.3638,401.2
0.1672,1.6410,68.1919,1.3638,401.3
0.1671,1.6391,68.1938,1.3639,401.4
0.1671,1.6373,68.1957,1.3639,401.5
0.1671,1.6354,68.1975,1.3640,401.6
0.1671,1.6336,68.1994,1.3640,401.7
0.1670,1.6318,68.2012,1.3640,401.8
0.1670,1.6300,68.2031,1.3641,401.9
0.1670,1.6281,68.2049,1.3641,402.0
0.1669,1.6263,68.2068,1.3641,402.1
0.1669,1.6245,68.2086,1.3642,402.2
0.1669,1.6227,68.2105,1.3642,402.3
0.1669,1.6209,68.2123,1.3642,402.4
0.1668,1.6190,68.2142,1.3643,402.5
0.1668,1.6172,68.2160,1.3643,402.6
0.1668,1.6154,68.2178,1.3644,402.7
0.1668,1.6136,68.2197,1.3644,402.8
0.1667,1.6118,68.2215,1.3644,402.9
0.1667,1.6100,68.2234,1.3645,403.0
0.1667,1.6082,68.2252,1.3645,403.1
0.1666,1.6064,68.2270,1.3645,403.2
0.1666,1.6046,68.2288,1.3646,403.3
0.1666,1.6028,68.2307,1.3646,403.4
0.1666,1.6010,68.2325,1.3646,403.5
0.1665,1.5992,68.2343,1.3647,403.6
0.1665,1.5974,68.2361,1.3647,403.7
0.1665,1.5956,68.2379,1.3648,403.8
0.1665,1.5938,68.2397,1.3648,403.9
0.1664,1.5921,68.2416,1.3648,404.0
0.1664,1.5903,68.2434,1.3649,404.1
0.1664,1.5885,68.2452,1.3649,404.2
0.1664,1.5867,68.2470,1.3649,404.3
0.1663,1.5849,68.2488,1.3650,404.4
0.1663,1.5832,68.2506,1.3650,404.5
0.1663,1.5814,68.2524,1.3650,404.6
0.1663,1.5796,68.2542,1.3651,404.7
0.1662,1.5779,68.2560,1.3651,404.8
0.1662,1.5761,68.2578,1.3652,404.9
0.1662,1.5743,68.2596,1.3652,405.0
0.1661,1.5726,68.2613,1.3652,405.1
0.1661,1.5708,68.2631,1.3653,405.2
0.1661,1.5690,68.2649,1.3653,405.3
0.1661,1.5673,68.2667,1.3653,405.4
0.1660,1.5655,68.2685,1.3654,405.5
0.1660,1.5638,68.2703,1.3654,405.6
0.1660,1.5620,68.2720,1.3654,405.7
0.1660,1.5603,68.2738,1.3655,405.8
0.1659,1.5585,68.2756,1.3655,405.9
0.1659,1.5568,68.2774,1.3655,406.0
0.1659,1.5550,68.2791,1.3656,406.1
0.1659,1.5533,68.2809,1.3656,406.2
0.1658,1.5516,68.2827,1.3657,406.3
0.1658,1.5498,68.2844,1.3657,406.4
0.1658,1.5481,68.2862,1.3657,406.5
0.1658,1.5464,68.2879,1.3658,406.6
0.1657,1.5446,68.2897,1.3658,406.7
0.1657,1.5429,68.2915,1.3658,406.8
0.1657,1.5412,68.2932,1.3659,406.9
0.1657,1.5394,68.2950,1.3659,407.0
0.1656,1.5377,68.2967,1.3659,407.1
0.1656,1.5360,68.2985,1.3660,407.2
0.1656,1.5343,68.3002,1.3660,407.3
0.1656,1.5326,68.3019,1.3660,407.4
0.1655,1.5308,68.3037,1.3661,407.5
0.1655,1.5291,68.3054,1.3661,407.6
0.1655,1.5274,68.3072,1.3661,407.7
0.1655,1.5257,68.3089,1.3662,407.8
0.1654,1.5240,68.3106,1.3662,407.9
0.1654,1.5223,68.3124,1.3662,408.0
0.1654,1.5206,68.3141,1.3663,408.1
0.1654,1.5189,68.3158,1.3663,408.2
0.1653,1.5172,68.3176,1.3664,408.3
0.1653,1.5155,68.3193,1.3664,408.4
0.1653,1.5138,68.3210,1.3664,408.5
0.1653,1.5121,68.3227,1.3665,408.6
0.1652,1.5104,68.3244,1.3665,408.7
0.1652,1.5087,68.3261,1.3665,408.8
0.1652,1.5070,68.3279,1.3666,408.9
0.1652,1.5053,68.3296,1.3666,409.0
0.1651,1.5036,68.3313,1.3666,409.1
0.1651,1.5020,68.3330,1.3667,409.2
0.1651,1.5003,68.3347,1.3667,409.3
0.1651,1.4986,68.3364,1.3667,409.4
0.1650,1.4969,68.3381,1.3668,409.5
0.1650,1.4952,68.3398,1.3668,409.6
0.1650,1.4936,68.3415,1.3668,409.7
0.1650,1.4919,68.3432,1.3669,409.8
0.1649,1.4902,68.3449,1.3669,409.9
0.1649,1.4886,68.3466,1.3669,410.0
0.1649,1.4869,68.3483,1.3670,410.1
0.1649,1.4852,68.3500,1.3670,410.2
0.1648,1.4836,68.3517,1.3670,410.3
0.1648,1.4819,68.3533,1.3671,410.4
0.1648,1.4802,68.3550,1.3671,410.5
0.1648,1.4786,68.3567,1.3671,410.6
0.1647,1.4769,68.3584,1.3672,410.7
0.1647,1.4753,68.3601,1.3672,410.8
0.1647,1.4736,68.3617,1.3672,410.9
0.1647,1.4720,68.3634,1.3673,411.0
0.1646,1.4703,68.3651,1.3673,411.1
0.1646,1.4687,68.3668,1.3673,411.2
0.1646,1.4670,68.3684,1.3674,411.3
0.1646,1.4654,68.3701,1.3674,411.4
0.1645,1.4637,68.3718,1.3674,411.5
0.1645,1.4621,68.3734,1.3675,411.6
0.1645,1.4605,68.3751,1.3675,411.7
0.1645,1.4588,68.3767,1.3675,411.8
0.1644,1.4572,68.3784,1.3676,411.9
0.1644,1.4556,68.3801,1.3676,412.0
0.1644,1.4539,68.3817,1.3676,412.1
0.1644,1.4523,68.3834,1.3677,412.2
0.1643,1.4507,68.3850,1.3677,412.3
0.1643,1.4491,68.3867,1.3677,412.4
0.1643,1.4474,68.3883,1.3678,412.5
0.1643,1.4458,68.3900,1.3678,412.6
0.1643,1.4442,68.3916,1.3678,412.7
0.1642,1.4426,68.3932,1.3679,412.8
0.1642,1.4410,68.3949,1.3679,412.9
0.1642,1.4393,68.3965,1.3679,413.0
0.1642,1.4377,68.3982,1.3680,413.1
0.1641,1.4361,68.3998,1.3680,413.2
0.1641,1.4345,68.4014,1.3680,413.3
0.1641,1.4329,68.4031,1.3681,413.4
0.1641,1.4313,68.4047,1.3681,413.5
0.1640,1.4297,68.4063,1.3681,413.6
0.1640,1.4281,68.4079,1.3682,413.7
0.1640,1.4265,68.4096,1.3682,413.8
0.1640,1.4249,68.4112,1.3682,413.9
0.1639,1.4233,68.4128,1.3683,414.0
0.1639,1.4217,68.4144,1.3683,414.1
0.1639,1.4201,68.4160,1.3683,414.2
0.1639,1.4185,68.4176,1.3684,414.3
0.1639,1.4169,68.4193,1.3684,414.4
0.1638,1.4154,68.4209,1.3684,414.5
0.1638,1.4138,68.4225,1.3684,414.6
0.1638,1.4122,68.4241,1.3685,414.7
0.1638,1.4106,68.4257,1.3685,414.8
0.1637,1.4090,68.4273,1.3685,414.9
0.1637,1.4074,68.4289,1.3686,415.0
0.1637,1.4059,68.4305,1.3686,415.1
0.1637,1.4043,68.4321,1.3686,415.2
0.1636,1.4027,68.4337,1.3687,415.3
0.1636,1.4012,68.4353,1.3687,415.4
0.1636,1.3996,68.4369,1.3687,415.5
0.1636,1.3980,68.4385,1.3688,415.6
0.1636,1.3964,68.4400,1.3688,415.7
0.1635,1.3949,68.4416,1.3688,415.8
0.1635,1.3933,68.4432,1.3689,415.9
0.1635,1.3918,68.4448,1.3689,416.0
0.1635,1.3902,68.4464,1.3689,416.1
0.1634,1.3886,68.4480,1.3690,416.2
0.1634,1.3871,68.4495,1.3690,416.3
0.1634,1.3855,68.4511,1.3690,416.4
0.1634,1.3840,68.4527,1.3691,416.5
0.1633,1.3824,68.4543,1.3691,416.6
0.1633,1.3809,68.4558,1.3691,416.7
0.1633,1.3793,68.4574,1.3691,416.8
0.1633,1.3778,68.4590,1.3692,416.9
0.1633,1.3763,68.4605,1.3692,417.0
0.1632,1.3747,68.4621,1.3692,417.1
0.1632,1.3732,68.4637,1.3693,417.2
0.1632,1.3716,68.4652,1.3693,417.3
0.1632,1.3701,68.4668,1.3693,417.4
0.1631,1.3686,68.4683,1.3694,417.5
0.1631,1.3670,68.4699,1.3694,417.6
0.1631,1.3655,68.4715,1.3694,417.7
0.1631,1.3640,68.4730,1.3695,417.8
0.1631,1.3624,68.4745,1.3695,417.9
0.1630,1.3609,68.4761,1.3695,418.0
0.1630,1.3594,68.4776,1.3696,418.1
0.1630,1.3579,68.4792,1.3696,418.2
0.1630,1.3563,68.4807,1.3696,418.3
0.1629,1.3548,68.4823,1.3696,418.4
0.1629,1.3533,68.4838,1.3697,418.5
0.1629,1.3518,68.4854,1.3697,418.6
0.1629,1.3503,68.4869,1.3697,418.7
0.1629,1.3488,68.4884,1.3698,418.8
0.1628,1.3473,68.4900,1.3698,418.9
0.1628,1.3457,68.4915,1.3698,419.0
0.1628,1.3442,68.4930,1.3699,419.1
0.1628,1.3427,68.4945,1.3699,419.2
0.1627,1.3412,68.4961,1.3699,419.3
0.1627,1.3397,68.4976,1.3700,419.4
0.1627,1.3382,68.4991,1.3700,419.5
0.1627,1.3367,68.5006,1.3700,419.6
0.1627,1.3352,68.5022,1.3700,419.7
0.1626,1.3337,68.5037,1.3701,419.8
0.1626,1.3322,68.5052,1.3701,419.9
0.1626,1.3307,68.5067,1.3701,420.0
0.1626,1.3293,68.5082,1.3702,420.1
0.1626,1.3278,68.5097,1.3702,420.2
0.1625,1.3263,68.5112,1.3702,420.3
0.1625,1.3248,68.5127,1.3703,420.4
0.1625,1.3233,68.5142,1.3703,420.5
0.1625,1.3218,68.5157,1.3703,420.6
0.1624,1.3204,68.5173,1.3703,420.7
0.1624,1.3189,68.5188,1.3704,420.8
0.1624,1.3174,68.5202,1.3704,420.9
0.1624,1.3159,68.5217,1.3704,421.0
0.1624,1.3144,68.5232,1.3705,421.1
0.1623,1.3130,68.5247,1.3705,421.2
0.1623,1.3115,68.5262,1.3705,421.3
0.1623,1.3100,68.5277,1.3706,421.4
0.1623,1.3086,68.5292,1.3706,421.5
0.1623,1.3071,68.5307,1.3706,421.6
0.1622,1.3056,68.5322,1.3706,421.7
0.1622,1.3042,68.5337,1.3707,421.8
0.1622,1.3027,68.5351,1.3707,421.9
0.1622,1.3013,68.5366,1.3707,422.0
0.1621,1.2998,68.5381,1.3708,422.1
0.1621,1.2983,68.5396,1.3708,422.2
0.1621,1.2969,68.5411,1.3708,422.3
0.1621,1.2954,68.5425,1.3709,422.4
0.1621,1.2940,68.5440,1.3709,422.5
0.1620,1.2925,68.5455,1.3709,422.6
0.1620,1.2911,68.5469,1.3709,422.7
0.1620,1.2896,68.5484,1.3710,422.8
0.1620,1.2882,68.5499,1.3710,422.9
0.1620,1.2868,68.5513,1.3710,423.0
0.1619,1.2853,68.5528,1.3711,423.1
0.1619,1.2839,68.5543,1.3711,423.2
0.1619,1.2824,68.5557,1.3711,423.3
0.1619,1.2810,68.5572,1.3711,423.4
0.1619,1.2796,68.5586,1.3712,423.5
0.1618,1.2781,68.5601,1.3712,423.6
0.1618,1.2767,68.5615,1.3712,423.7
0.1618,1.2753,68.5630,1.3713,423.8
0.1618,1.2738,68.5644,1.3713,423.9
0.1618,1.2724,68.5659,1.3713,424.0
0.1617,1.2710,68.5673,1.3713,424.1
0.1617,1.2696,68.5688,1.3714,424.2
0.1617,1.2681,68.5702,1.3714,424.3
0.1617,1.2667,68.5717,1.3714,424.4
0.1616,1.2653,68.5731,1.3715,424.5
0.1616,1.2639,68.5745,1.3715,424.6
0.1616,1.2625,68.5760,1.3715,424.7
0.1616,1.2611,68.5774,1.3715,424.8
0.1616,1.2596,68.5788,1.3716,424.9
0.1615,1.2582,68.5803,1.3716,425.0
0.1615,1.2568,68.5817,1.3716,425.1
0.1615,1.2554,68.5831,1.3717,425.2
0.1615,1.2540,68.5846,1.3717,425.3
0.1615,1.2526,68.5860,1.3717,425.4
0.1614,1.2512,68.5874,1.3717,425.5
0.1614,1.2498,68.5888,1.3718,425.6
0.1614,1.2484,68.5902,1.3718,425.7
0.1614,1.2470,68.5917,1.3718,425.8
0.1614,1.2456,68.5931,1.3719,425.9
0.1613,1.2442,68.5945,1.3719,426.0
0.1613,1.2428,68.5959,1.3719,426.1
0.1613,1.2414,68.5973,1.3719,426.2
0.1613,1.2400,68.5987,1.3720,426.3
0.1613,1.2386,68.6002,1.3720,426.4
0.1612,1.2372,68.6016,1.3720,426.5
0.1612,1.2359,68.6030,1.3721,426.6
0.1612,1.2345,68.6044,1.3721,426.7
0.1612,1.2331,68.6058,1.3721,426.8
0.1612,1.2317,68.6072,1.3721,426.9
0.1611,1.2303,68.6086,1.3722,427.0
0.1611,1.2290,68.6100,1.3722,427.1
0.1611,1.2276,68.6114,1.3722,427.2
0.1611,1.2262,68.6128,1.3723,427.3
0.1611,1.2248,68.6142,1.3723,427.4
0.1610,1.2235,68.6155,1.3723,427.5
0.1610,1.2221,68.6169,1.3723,427.6
0.1610,1.2207,68.6183,1.3724,427.7
0.1610,1.2194,68.6197,1.3724,427.8
0.1610,1.2180,68.6211,1.3724,427.9
0.1609,1.2166,68.6225,1.3724,428.0
0.1609,1.2153,68.6239,1.3725,428.1
0.1609,1.2139,68.6252,1.3725,428.2
0.1609,1.2125,68.6266,1.3725,428.3
0.1609,1.2112,68.6280,1.3726,428.4
0.1609,1.2098,68.6294,1.3726,428.5
0.1608,1.2085,68.6307,1.3726,428.6
0.1608,1.2071,68.6321,1.3726,428.7
0.1608,1.2058,68.6335,1.3727,428.8
0.1608,1.2044,68.6349,1.3727,428.9
0.1608,1.2031,68.6362,1.3727,429.0
0.1607,1.2017,68.6376,1.3728,429.1
0.1607,1.2004,68.6390,1.3728,429.2
0.1607,1.1990,68.6403,1.3728,429.3
0.1607,1.1977,68.6417,1.3728,429.4
0.1607,1.1963,68.6431,1.3729,429.5
0.1606,1.1950,68.6444,1.3729,429.6
0.1606,1.1937,68.6458,1.3729,429.7
0.1606,1.1923,68.6471,1.3729,429.8
0.1606,1.1910,68.6485,1.3730,429.9
0.1606,1.1896,68.6498,1.3730,430.0
0.1605,1.1883,68.6512,1.3730,430.1
0.1605,1.1870,68.6525,1.3731,430.2
0.1605,1.1857,68.6539,1.3731,430.3
0.1605,1.1843,68.6552,1.3731,430.4
0.1605,1.1830,68.6566,1.3731,430.5
0.1604,1.1817,68.6579,1.3732,430.6
0.1604,1.1804,68.6593,1.3732,430.7
0.1604,1.1790,68.6606,1.3732,430.8
0.1604,1.1777,68.6619,1.3732,430.9
0.1604,1.1764,68.6633,1.3733,431.0
0.1604,1.1751,68.6646,1.3733,431.1
0.1603,1.1738,68.6660,1.3733,431.2
0.1603,1.1724,68.6673,1.3733,431.3
0.1603,1.1711,68.6686,1.3734,431.4
0.1603,1.1698,68.6700,1.3734,431.5
0.1603,1.1685,68.6713,1.3734,431.6
0.1602,1.1672,68.6726,1.3735,431.7
0.1602,1.1659,68.6739,1.3735,431.8
0.1602,1.1646,68.6753,1.3735,431.9
0.1602,1.1633,68.6766,1.3735,432.0
0.1602,1.1620,68.6779,1.3736,432.1
0.1601,1.1607,68.6792,1.3736,432.2
0.1601,1.1594,68.6805,1.3736,432.3
0.1601,1.1581,68.6819,1.3736,432.4
0.1601,1.1568,68.6832,1.3737,432.5
0.1601,1.1555,68.6845,1.3737,432.6
0.1601,1.1542,68.6858,1.3737,432.7
0.1600,1.1529,68.6871,1.3737,432.8
0.1600,1.1516,68.6884,1.3738,432.9
0.1600,1.1503,68.6897,1.3738,433.0
0.1600,1.1490,68.6910,1.3738,433.1
0.1600,1.1477,68.6923,1.3738,433.2
0.1599,1.1464,68.6936,1.3739,433.3
0.1599,1.1452,68.6950,1.3739,433.4
0.1599,1.1439,68.6963,1.3739,433.5
0.1599,1.1426,68.6976,1.3740,433.6
0.1599,1.1413,68.6989,1.3740,433.7
0.1599,1.1400,68.7001,1.3740,433.8
0.1598,1.1388,68.7014,1.3740,433.9
0.1598,1.1375,68.7027,1.3741,434.0
0.1598,1.1362,68.7040,1.3741,434.1
0.1598,1.1349,68.7053,1.3741,434.2
0.1598,1.1337,68.7066,1.3741,434.3
0.1597,1.1324,68.7079,1.3742,434.4
0.1597,1.1311,68.7092,1.3742,434.5
0.1597,1.1299,68.7105,1.3742,434.6
0.1597,1.1286,68.7118,1.3742,434.7
0.1597,1.1273,68.7130,1.3743,434.8
0.1597,1.1261,68.7143,1.3743,434.9
0.1596,1.1248,68.7156,1.3743,435.0
0.1596,1.1235,68.7169,1.3743,435.1
0.1596,1.1223,68.7182,1.3744,435.2
0.1596,1.1210,68.7194,1.3744,435.3
0.1596,1.1198,68.7207,1.3744,435.4
0.1595,1.1185,68.7220,1.3744,435.5
0.1595,1.1173,68.7233,1.3745,435.6
0.1595,1.1160,68.7245,1.3745,435.7
0.1595,1.1148,68.7258,1.3745,435.8
0.1595,1.1135,68.7271,1.3745,435.9
0.1595,1.1123,68.7283,1.3746,436.0
0.1594,1.1110,68.7296,1.3746,436.1
0.1594,1.1098,68.7308,1.3746,436.2
0.1594,1.1085,68.7321,1.3746,436.3
0.1594,1.1073,68.7334,1.3747,436.4
0.1594,1.1060,68.7346,1.3747,436.5
0.1593,1.1048,68.7359,1.3747,436.6
0.1593,1.1036,68.7371,1.3747,436.7
0.1593,1.1023,68.7384,1.3748,436.8
0.1593,1.1011,68.7396,1.3748,436.9
0.1593,1.0999,68.7409,1.3748,437.0
0.1593,1.0986,68.7421,1.3748,437.1
0.1592,1.0974,68.7434,1.3749,437.2
0.1592,1.0962,68.7446,1.3749,437.3
0.1592,1.0949,68.7459,1.3749,437.4
0.1592,1.0937,68.7471,1.3749,437.5
0.1592,1.0925,68.7484,1.3750,437.6
0.1592,1.0913,68.7496,1.3750,437.7
0.1591,1.0900,68.7509,1.3750,437.8
0.1591,1.0888,68.7521,1.3750,437.9
0.1591,1.0876,68.7533,1.3751,438.0
0.1591,1.0864,68.7546,1.3751,438.1
0.1591,1.0852,68.7558,1.3751,438.2
0.1591,1.0840,68.7570,1.3751,438.3
0.1590,1.0827,68.7583,1.3752,438.4
0.1590,1.0815,68.7595,1.3752,438.5
0.1590,1.0803,68.7607,1.3752,438.6
0.1590,1.0791,68.7619,1.3752,438.7
0.1590,1.0779,68.7632,1.3753,438.8
0.1590,1.0767,68.7644,1.3753,438.9
0.1589,1.0755,68.7656,1.3753,439.0
0.1589,1.0743,68.7668,1.3753,439.1
0.1589,1.0731,68.7681,1.3754,439.2
0.1589,1.0719,68.7693,1.3754,439.3
0.1589,1.0707,68.7705,1.3754,439.4
0.1588,1.0695,68.7717,1.3754,439.5
0.1588,1.0683,68.7729,1.3755,439.6
0.1588,1.0671,68.7741,1.3755,439.7
0.1588,1.0659,68.7754,1.3755,439.8
0.1588,1.0647,68.7766,1.3755,439.9
0.1588,1.0635,68.7778,1.3756,440.0
0.1587,1.0623,68.7790,1.3756,440.1
0.1587,1.0611,68.7802,1.3756,440.2
0.1587,1.0599,68.7814,1.3756,440.3
0.1587,1.0587,68.7826,1.3757,440.4
0.1587,1.0575,68.7838,1.3757,440.5
0.1587,1.0564,68.7850,1.3757,440.6
0.1586,1.0552,68.7862,1.3757,440.7
0.1586,1.0540,68.7874,1.3757,440.8
0.1586,1.0528,68.7886,1.3758,440.9
0.1586,1.0516,68.7898,1.3758,441.0
0.1586,1.0505,68.7910,1.3758,441.1
0.1586,1.0493,68.7922,1.3758,441.2
0.1585,1.0481,68.7934,1.3759,441.3
0.1585,1.0469,68.7946,1.3759,441.4
0.1585,1.0458,68.7958,1.3759,441.5
0.1585,1.0446,68.7970,1.3759,441.6
0.1585,1.0434,68.7981,1.3760,441.7
0.1585,1.0422,68.7993,1.3760,441.8
0.1584,1.0411,68.8005,1.3760,441.9
0.1584,1.0399,68.8017,1.3760,442.0
0.1584,1.0387,68.8029,1.3761,442.1
0.1584,1.0376,68.8041,1.3761,442.2
0.1584,1.0364,68.8052,1.3761,442.3
0.1584,1.0353,68.8064,1.3761,442.4
0.1583,1.0341,68.8076,1.3762,442.5
0.1583,1.0329,68.8088,1.3762,442.6
0.1583,1.0318,68.8099,1.3762,442.7
0.1583,1.0306,68.8111,1.3762,442.8
0.1583,1.0295,68.8123,1.3762,442.9
0.1583,1.0283,68.8135,1.3763,443.0
0.1582,1.0272,68.8146,1.3763,443.1
0.1582,1.0260,68.8158,1.3763,443.2
0.1582,1.0249,68.8170,1.3763,443.3
0.1582,1.0237,68.8181,1.3764,443.4
0.1582,1.0226,68.8193,1.3764,443.5
0.1582,1.0214,68.8204,1.3764,443.6
0.1582,1.0203,68.8216,1.3764,443.7
0.1581,1.0191,68.8228,1.3765,443.8
0.1581,1.0180,68.8239,1.3765,443.9
0.1581,1.0168,68.8251,1.3765,444.0
0.1581,1.0157,68.8262,1.3765,444.1
0.1581,1.0146,68.8274,1.3765,444.2
0.1581,1.0134,68.8285,1.3766,444.3
0.1580,1.0123,68.8297,1.3766,444.4
0.1580,1.0112,68.8308,1.3766,444.5
0.1580,1.0100,68.8320,1.3766,444.6
0.1580,1.0089,68.8331,1.3767,444.7
0.1580,1.0078,68.8343,1.3767,444.8
0.1580,1.0066,68.8354,1.3767,444.9
0.1579,1.0055,68.8366,1.3767,445.0
0.1579,1.0044,68.8377,1.3768,445.1
0.1579,1.0033,68.8389,1.3768,445.2
0.1579,1.0021,68.8400,1.3768,445.3
0.1579,1.0010,68.8411,1.3768,445.4
0.1579,0.9999,68.8423,1.3768,445.5
0.1578,0.9988,68.8434,1.3769,445.6
0.1578,0.9977,68.8446,1.3769,445.7
0.1578,0.9965,68.8457,1.3769,445.8
0.1578,0.9954,68.8468,1.3769,445.9
0.1578,0.9943,68.8479,1.3770,446.0
0.1578,0.9932,68.8491,1.3770,446.1
0.1578,0.9921,68.8502,1.3770,446.2
0.1577,0.9910,68.8513,1.3770,446.3
0.1577,0.9899,68.8525,1.3770,446.4
0.1577,0.9887,68.8536,1.3771,446.5
0.1577,0.9876,68.8547,1.3771,446.6
0.1577,0.9865,68.8558,1.3771,446.7
0.1577,0.9854,68.8569,1.3771,446.8
0.1576,0.9843,68.8581,1.3772,446.9
0.1576,0.9832,68.8592,1.3772,447.0
0.1576,0.9821,68.8603,1.3772,447.1
0.1576,0.9810,68.8614,1.3772,447.2
0.1576,0.9799,68.8625,1.3773,447.3
0.1576,0.9788,68.8636,1.3773,447.4
0.1576,0.9777,68.8648,1.3773,447.5
0.1575,0.9766,68.8659,1.3773,447.6
0.1575,0.9755,68.8670,1.3773,447.7
0.1575,0.9744,68.8681,1.3774,447.8
0.1575,0.9733,68.8692,1.3774,447.9
0.1575,0.9723,68.8703,1.3774,448.0
0.1575,0.9712,68.8714,1.3774,448.1
0.1574,0.9701,68.8725,1.3775,448.2
0.1574,0.9690,68.8736,1.3775,448.3
0.1574,0.9679,68.8747,1.3775,448.4
0.1574,0.9668,68.8758,1.3775,448.5
0.1574,0.9657,68.8769,1.3775,448.6
0.1574,0.9647,68.8780,1.3776,448.7
0.1574,0.9636,68.8791,1.3776,448.8
0.1573,0.9625,68.8802,1.3776,448.9
0.1573,0.9614,68.8813,1.3776,449.0
0.1573,0.9603,68.8824,1.3776,449.1
0.1573,0.9593,68.8835,1.3777,449.2
0.1573,0.9582,68.8846,1.3777,449.3
0.1573,0.9571,68.8857,1.3777,449.4
0.1572,0.9560,68.8867,1.3777,449.5
0.1572,0.9550,68.8878,1.3778,449.6
0.1572,0.9539,68.8889,1.3778,449.7
0.1572,0.9528,68.8900,1.3778,449.8
0.1572,0.9518,68.8911,1.3778,449.9
0.1572,0.9507,68.8922,1.3778,450.0
0.1572,0.9496,68.8932,1.3779,450.1
0.1571,0.9486,68.8943,1.3779,450.2
0.1571,0.9475,68.8954,1.3779,450.3
0.1571,0.9464,68.8965,1.3779,450.4
0.1571,0.9454,68.8976,1.3780,450.5
0.1571,0.9443,68.8986,1.3780,450.6
0.1571,0.9433,68.8997,1.3780,450.7
0.1571,0.9422,68.9008,1.3780,450.8
0.1570,0.9411,68.9018,1.3780,450.9
0.1570,0.9401,68.9029,1.3781,451.0
0.1570,0.9390,68.9040,1.3781,451.1
0.1570,0.9380,68.9050,1.3781,451.2
0.1570,0.9369,68.9061,1.3781,451.3
0.1570,0.9359,68.9072,1.3781,451.4
0.1570,0.9348,68.9082,1.3782,451.5
0.1569,0.9338,68.9093,1.3782,451.6
0.1569,0.9327,68.9104,1.3782,451.7
0.1569,0.9317,68.9114,1.3782,451.8
0.1569,0.9307,68.9125,1.3782,451.9
0.1569,0.9296,68.9135,1.3783,452.0
0.1569,0.9286,68.9146,1.3783,452.1
0.1568,0.9275,68.9156,1.3783,452.2
0.1568,0.9265,68.9167,1.3783,452.3
0.1568,0.9255,68.9178,1.3784,452.4
0.1568,0.9244,68.9188,1.3784,452.5
0.1568,0.9234,68.9199,1.3784,452.6
0.1568,0.9223,68.9209,1.3784,452.7
0.1568,0.9213,68.9220,1.3784,452.8
0.1567,0.9203,68.9230,1.3785,452.9
0.1567,0.9192,68.9240,1.3785,453.0
0.1567,0.9182,68.9251,1.3785,453.1
0.1567,0.9172,68.9261,1.3785,453.2
0.1567,0.9162,68.9272,1.3785,453.3
0.1567,0.9151,68.9282,1.3786,453.4
0.1567,0.9141,68.9293,1.3786,453.5
0.1566,0.9131,68.9303,1.3786,453.6
0.1566,0.9121,68.9313,1.3786,453.7
0.1566,0.9110,68.9324,1.3786,453.8
0.1566,0.9100,68.9334,1.3787,453.9
0.1566,0.9090,68.9344,1.3787,454.0
0.1566,0.9080,68.9355,1.3787,454.1
0.1566,0.9070,68.9365,1.3787,454.2
0.1565,0.9059,68.9375,1.3788,454.3
0.1565,0.9049,68.9386,1.3788,454.4
0.1565,0.9039,68.9396,1.3788,454.5
0.1565,0.9029,68.9406,1.3788,454.6
0.1565,0.9019,68.9417,1.3788,454.7
0.1565,0.9009,68.9427,1.3789,454.8
0.1565,0.8999,68.9437,1.3789,454.9
0.1564,0.8989,68.9447,1.3789,455.0
0.1564,0.8979,68.9457,1.3789,455.1
0.1564,0.8968,68.9468,1.3789,455.2
0.1564,0.8958,68.9478,1.3790,455.3
0.1564,0.8948,68.9488,1.3790,455.4
0.1564,0.8938,68.9498,1.3790,455.5
0.1564,0.8928,68.9508,1.3790,455.6
